id,category,checksum,created_at,date,human,m,platform_version,region,updated_at,y
99,2,cd551676-255e-4575-2bec-92d6b57c067c,,347068800,1980,12,,2,,1980
94,0,99de8824-b4a4-6a19-4972-da1de2f3db7d,,1165017600,"Dec 02, 2006",12,,5,,2006
90,0,484f2224-1e7e-53df-f00f-171f0e4cfbf7,,785462400,"Nov 22, 1994",11,,5,,1994
308,0,e2287713-bde9-e337-af7d-50cf56f8a548,,667958400,"Mar 03, 1991",3,,2,,1991
275,0,e86970fe-b2ff-2f4c-b192-3b78490cbc57,,1534809600,"Aug 21, 2018",8,,8,,2018
269,0,12d8cdf4-cfbe-ad21-4ce8-75ce8ddab129,,1267747200,"Mar 05, 2010",3,,1,,2010
265,0,c25adf9d-b0f4-ed92-7219-60dd4cb417b9,,1238630400,"Apr 02, 2009",4,,4,,2009
225,0,f1c4fb52-46bb-8ab8-7211-aca5cb520ae2,,1141257600,"Mar 02, 2006",3,,5,,2006
214,1,47406931-c2ad-e90a-a4a7-e87a4d0d84bd,,281318400,Dec 1978,12,,8,,1978
212,1,cabb25a7-bf22-98d2-3dbd-a2067a8a3872,,1488326400,Mar 2017,3,,8,,2017
93,1,300a5edf-05f1-d53d-46bf-36b93b9f975b,,397008000,Aug 1982,8,,2,,1982
86,0,01f73119-f355-be70-835e-43ff6d8a849f,,911347200,"Nov 18, 1998",11,,2,,1998
437,0,d0a4ac29-0de6-b5c3-137c-164b89c93259,,859161600,"Mar 24, 1997",3,,2,,1997
274,0,27e3cd41-cb4d-4069-ff70-d606477e0942,,1471824000,"Aug 22, 2016",8,,8,,2016
272,0,5d958be1-7075-a9a8-2b3d-f645c26c9518,,1415750400,"Nov 12, 2014",11,,8,,2014
262,2,d04ebbd7-f567-dfad-22da-92e5f139eec1,,820368000,1995,12,,8,,1995
260,0,3df5096c-aef1-0c8b-3468-56779baf6233,,1412985600,"Oct 11, 2014",10,,5,,2014
220,0,d7313656-496a-8196-a7ea-8f0cd74b379b,,788832000,"Dec 31, 1994",12,,2,,1994
217,0,bb40e7dd-df0e-9c22-e780-49eaf969e4b8,,1488499200,"Mar 03, 2017",3,,8,,2017
213,1,77ba7d13-a3b5-82f1-b351-2525a35442a1,,1488326400,Mar 2017,3,,8,,2017
7,0,766e141d-7004-df40-93ea-4946003093de,,1170115200,"Jan 30, 2007",1,,8,,2007
549,1,a4b41231-d34d-7a5b-7147-cb47f636bf45,,360201600,Jun 1981,6,,8,,1981
92,0,69feaa7f-cf4b-e5c5-1d98-f10616b8fd18,,805161600,"Jul 08, 1995",7,,1,,1995
89,0,0bd7ea97-4bc1-3ac6-1879-6c781300b77b,,1065484800,"Oct 07, 2003",10,,8,,2003
20,0,be86032c-545a-8090-d9c3-71a07b32f1d3,,710121600,"Jul 03, 1992",7,,3,,1992
271,0,69eaa018-2827-86b3-ddf9-528e6eb5a876,,1271289600,"Apr 15, 2010",4,,3,,2010
267,0,26e85793-2da5-b04a-ad7c-a40bf780ef42,,1238889600,"Apr 05, 2009",4,,2,,2009
215,1,a939a7b0-ab66-be4e-45d5-548df5fd7898,,281318400,Dec 1978,12,,1,,1978
210,0,8877be08-ee1c-2810-0df9-64c71b3a4958,,841708800,"Sep 03, 1996",9,,2,,1996
572,0,bedb5c16-c2cf-d292-4b37-51b93800c7d0,,1605139200,"Nov 12, 2020",11,,2,,2020
573,0,09c99683-d95a-a042-cd14-da6ec254c3a9,,1605744000,"Nov 19, 2020",11,,1,,2020
605,0,e8cba691-6492-fe00-d8d5-4837d0d83e4c,,1587686400,"Apr 24, 2020",4,,5,1615505433,2020
606,0,3dacfb8d-812c-e756-69cc-03f1a02c7b46,,486432000,"Jun 01, 1985",6,,8,1615926501,1985
607,0,2c06fd97-afcb-8d85-04b0-31046219235e,,1276905600,"Jun 19, 2010",6,,2,1620639573,2010
608,1,a22cf167-2452-3065-a4a2-4ea6a6bc6c4a,,873072000,Sep 1997,9,,2,1621928523,1997
610,1,d7d2e4fb-a815-99f3-260e-3bb781310e45,,1635724800,Nov 2021,11,,1,1622025696,2021
609,0,82a097ea-0a7e-cd19-aad9-1238baf352ab,,1590105600,"May 22, 2020",5,,1,1622039387,2020
611,0,7f135172-306b-a225-7cfa-907585bb8416,,352598400,"Mar 05, 1981",3,,8,1625179074,1981
612,6,b680e2e8-5e05-0c36-ae94-943882b76f9c,,1640908800,Q4 2021,12,,8,1628884484,2021
613,6,090be0ee-44de-47cc-7c2a-ff7d65aec931,,1640908800,Q4 2021,12,,8,1628889133,2021
614,2,421d11ba-815f-7ae3-c945-3a0e535b6ec5,,662601600,1990,12,,8,1635196885,1990
638,0,6fb486c3-4d4d-fbae-0227-3a9009db6e06,,719625600,"Oct 21, 1992",10,,1,1650310804,1992
639,0,08144f9e-a096-2698-126b-114d16040696,,956102400,"Apr 19, 2000",4,,8,1654152219,2000
640,0,f0eb2867-f47b-2f97-1c78-6d3f58898442,,442713600,"Jan 12, 1984",1,,8,1654177720,1984
641,0,f9cff315-96d8-06bb-f99e-41a9a168ce28,,1649721600,"Apr 12, 2022",4,,8,1655410728,2022
642,0,fd6697e9-1111-8ba7-5ff7-b41fa1b54bcd,,1633392000,"Oct 05, 2021",10,,8,1656450032,2021
643,0,3ad0bdc4-212d-6604-4223-2d83c8fc5430,,501292800,"Nov 20, 1985",11,,8,1656450068,1985
645,0,154ef12f-4771-b2db-39fd-894210f84335,,968889600,"Sep 14, 2000",9,,8,1656450303,2000
644,0,c00a2fc0-2068-bb9e-aa87-24761ce25686,,898732800,"Jun 25, 1998",6,,8,1656450297,1998
647,0,14a00758-4a98-e85b-9ee9-c441f400e695,,1056326400,"Jun 23, 2003",6,,8,1656450511,2003
649,0,76a0136a-4071-c919-9d99-cd5ace8cf23e,,1171238400,"Feb 12, 2007",2,,8,1656450521,2007
646,0,da7736a9-30b4-c5cf-82cc-f72f81329935,,1002153600,"Oct 04, 2001",10,,8,1656450507,2001
648,0,502926cb-6a16-0ad0-90dd-1731f7605041,,1115596800,"May 09, 2005",5,,8,1656450517,2005
650,0,c5e93256-6e5b-d816-9f02-d4a59e3a2a95,,366422400,"Aug 12, 1981",8,,8,1656450588,1981
651,0,8f64b8cf-ac8a-64a3-1418-0842725fbaa1,,1161561600,"Oct 23, 2006",10,,2,1660154216,2006
652,2,0bddd1ba-c2f2-7234-0c3c-0365d79576f6,,757296000,1993,12,,1,1660156438,1993
653,2,0360f1ba-5a21-a964-4b5e-bab943f69402,,757296000,1993,12,,10,1660156438,1993
654,0,423e9c54-f4f8-a770-bfb2-7dc9442edc37,,874022400,"Sep 12, 1997",9,,2,1660239391,1997
655,0,85d78d0b-2d5d-2954-599c-faca11038189,,811641600,"Sep 21, 1995",9,,2,1660245955,1995
656,0,af298677-1cc5-f81b-dec6-1924acd34304,,811641600,"Sep 21, 1995",9,,1,1660245955,1995
657,0,ad747583-eec0-26fc-e789-24509ae87084,,1065484800,"Oct 07, 2003",10,,2,1660247601,2003
658,0,c5790ae7-f466-cfc4-9919-c96db09a6a47,,1275868800,"Jun 07, 2010",6,,2,1660314239,2010
660,0,29210c4c-26c6-212c-e0ec-c0d6bdd23be9,,1547942400,"Jan 20, 2019",1,,7,1660316168,2019
659,0,ddac84c3-8f5a-8372-fee3-5e05cc9517f5,,1413763200,"Oct 20, 2014",10,,2,1660316168,2014
661,2,d6cb796b-0679-d99b-30d8-decdf573187d,,725760000,1992,12,,8,1660320346,1992
662,0,6fa54af0-85f8-088f-294c-d95dbbbb2a70,,945043200,"Dec 13, 1999",12,,5,1660321601,1999
663,2,86254855-ee73-231a-6fab-9317893d2b30,,851990400,1996,12,,2,1660322989,1996
671,0,3a26664a-ee1c-7d8d-58ad-24fcac7cb66f,,1456272000,"Feb 24, 2016",2,,8,1663687428,2016
672,0,0970510a-7b04-e064-5bf2-bd1dbe7fc48d,,1091577600,"Aug 04, 2004",8,,8,1663689223,2004
675,0,00ea8bf2-df20-4eb9-d9bf-a91c9a4f223d,,939859200,"Oct 14, 1999",10,,1,1666802321,1999
673,0,f212b1a0-aebf-38a1-7df7-1c571f7fd07e,,901756800,"Jul 30, 1998",7,,5,1666802321,1998
674,0,347d8499-d8d9-0e84-a038-cd154a825aea,,936835200,"Sep 09, 1999",9,,2,1666802321,1999
676,0,6849357d-eb6b-fda2-e813-d359244ca693,,943920000,"Nov 30, 1999",11,,3,1666802321,1999
677,0,039ea781-9571-d868-883c-1ff673d69bce,,917049600,"Jan 23, 1999",1,,5,1666809129,1999
678,0,5a7889f4-9675-3cbc-a9ad-0907bccf84a7,,1677024000,"Feb 22, 2023",2,,8,1667399629,2023
681,0,766111f7-5ca7-1a94-02de-5a1ec09e0185,,1069027200,"Nov 17, 2003",11,,6,1672093131,2003
682,0,5ce984d8-5181-54bf-9c43-8b8490a53379,,1243209600,"May 25, 2009",5,,10,1672223687,2009
685,0,f6efd67d-7eb5-c448-3320-bac8631e657e,,492912000,"Aug 15, 1985",8,,1,1675006520,1985
684,0,e7fa8d08-973d-19f6-104e-784cf53c70d0,,487468800,"Jun 13, 1985",6,,2,1675006520,1985
686,0,83f31122-7c20-7988-c46e-7fd529aaca8d,,1671062400,"Dec 15, 2022",12,,8,1677136379,2022
687,0,e34f3f31-c783-3317-5173-f3ffdc562d04,,1602547200,"Oct 13, 2020",10,,8,1678475718,2020
688,0,fee2bea5-f6a9-bf9c-3ff8-6dedb1548c80,,1602547200,"Oct 13, 2020",10,,8,1678476490,2020
689,0,d8523ea0-b786-00cd-95ac-64c1b418a268,,512697600,"Apr 01, 1986",4,,8,1681128628,1986
691,2,88530715-82a7-5c17-5db0-74558866fc60,,536371200,1986,12,,8,1681142464,1986
695,0,8d01bdc1-87ff-511d-4d63-c2e5b1bcb18a,,1443571200,"Sep 30, 2015",9,,8,1683511565,2015
694,0,683ac2ff-72d8-c2b5-cafe-65c016eeb156,,1605139200,"Nov 12, 2020",11,,8,1683550714,2020
692,0,25ea5b54-6ff1-fd43-f949-d25c8061aad6,,1666569600,"Oct 24, 2022",10,,8,1683550713,2022
696,2,76f5cd58-db5a-11d7-6ddd-df8dc8da0a4e,,315446400,1979,12,,1,1684297235,1979
697,2,823ea777-6158-dd3b-cbfd-3863dd031fd5,,283910400,1978,12,,1,1684297241,1978
698,0,29e70a96-0006-398a-d760-741f9e9dea9b,,771292800,"Jun 11, 1994",6,,1,1684367569,1994
699,0,e20372fc-702f-0bdf-f08d-1614492d311a,,786412800,"Dec 03, 1994",12,,9,1684367569,1994
704,6,6dc16a66-b56b-98f7-f573-d8f4cadf209f,,1703980800,Q4 2023,12,,8,1685642388,2023
705,2,bfe6c89a-e028-16a8-5507-57a62524d720,,915062400,1998,12,,7,1693227777,1998
706,2,29e30af6-5660-319d-cb6b-72c5708c481a,,915062400,1998,12,,6,1693239625,1998
707,0,fdc5b373-f065-7a7c-9dfe-25d32b8a8d00,,741484800,"Jul 01, 1993",7,,5,1693240227,1993
708,0,2f9a8bac-644d-5fa2-ec59-0eaf825e9dfa,,763257600,"Mar 10, 1994",3,,5,1693240227,1994
709,2,6196c198-7ee6-b486-9ed1-9dbca78c2716,,757296000,1993,12,,1,1693240284,1993
710,1,b6ff22d3-dc8d-99fa-6b67-2fe966b24461,,812505600,Oct 1995,10,,2,1693240305,1995
711,1,5bcf992f-bece-248b-9dfe-7686714921b6,,673056000,May 1991,5,,6,1693240337,1991
713,2,60b3296c-3415-5847-754e-f2f893ed35aa,,757296000,1993,12,,2,1693240701,1993
712,0,243a5087-0d1a-17b8-dcce-bf8003d48d11,,735523200,"Apr 23, 1993",4,,5,1693240701,1993
714,2,2dc3601c-834d-d26e-f4b0-e600087208f5,,757296000,1993,12,,1,1693240702,1993
715,0,05ceb290-cdcd-e479-4697-2756d89a2b52,,498614400,"Oct 20, 1985",10,,5,1693241164,1985
717,2,f7dc14d4-17a5-f0a7-adf1-c5656307cb2c,,788832000,1994,12,,10,1693241289,1994
716,2,98c9d339-82a2-a27c-691e-561ca1732741,,788832000,1994,12,,10,1693241236,1994
720,2,0ad7d7d8-7257-818a-b7fe-5d7b1474a30b,,631065600,1989,12,,2,1693241356,1989
721,2,28368203-f0db-53d3-eac2-7c7389a66de2,,631065600,1989,12,,1,1693241356,1989
719,2,424b3a30-efc2-9d29-d252-4dd9ac4a51aa,,820368000,1995,12,,8,1693241334,1995
718,1,29e5f914-9c5c-7abd-e81b-c1a534d85d3f,,712627200,Aug 1992,8,,10,1693241299,1992
723,1,e207cd14-a394-23cd-2c1a-ffd2b3db46a0,,909878400,Nov 1998,11,,5,1693241466,1998
722,2,ae0ebef0-8ed0-2215-132d-31f322b6a248,,694137600,1991,12,,8,1693241449,1991
724,2,1c236a1f-3e70-2290-24c6-7c2e991c6b60,,915062400,1998,12,,8,1693241466,1998
725,2,29509a8d-0032-8e37-cf04-91abad50173a,,694137600,1991,12,,8,1693241486,1991
726,2,af68169a-d687-4be8-09de-ac96de78f23f,,62985600,1971,12,,2,1693252994,1971
727,2,a5c71798-8a87-8abd-af55-bf02f0c8957e,,788832000,1994,12,,5,1693253982,1994
728,1,2f299501-68d1-d1db-a230-20e91d2ff3ca,,441763200,Jan 1984,1,,8,1693254047,1984
729,1,49943b5d-f68c-70e9-4de5-e24948cf37f6,,523238400,Aug 1986,8,,8,1693254058,1986
732,2,d041b524-b1a3-19b1-e2b0-58958ae38f1c,,757296000,1993,12,,1,1693254132,1993
731,2,b628fd93-c76f-a299-163a-25823c4f777e,,757296000,1993,12,,2,1693254132,1993
730,0,de283b16-96f7-9dc1-e6b4-6d806339af6b,,754704000,"Dec 01, 1993",12,,5,1693254117,1993
737,2,7e7e8766-a896-093a-ddb3-5f2c4fb85027,,883526400,1997,12,,5,1693254229,1997
735,2,8bc7c1c4-39e6-0292-bcd6-2beebbba0de5,,631065600,1989,12,,5,1693254201,1989
736,0,631c9ac5-2eb1-711c-0a1f-4f3cc6525737,,520560000,"Jul 01, 1986",7,,5,1693254216,1986
738,0,fb03fd97-097a-1a3f-76d0-16c5b6325456,,659145600,"Nov 21, 1990",11,,5,1693254234,1990
733,2,c320dfd8-5e5d-f383-1295-200aa7215633,,631065600,1989,12,,2,1693254158,1989
734,1,815561b2-64b1-f350-7613-fc5849f0ad70,,433814400,Oct 1983,10,,5,1693254175,1983
739,2,9d735489-4811-5280-0885-1be95e4fdb97,,536371200,1986,12,,5,1693322683,1986
742,1,6ca805a7-f7c7-f6b5-ab1b-20de130d723c,,925516800,May 1999,5,,8,1693323059,1999
740,1,bb94429f-c8d0-37c5-5848-d7a3b94660ce,,407548800,Dec 1982,12,,5,1693323039,1982
741,1,f1155968-52b4-4f01-b979-2ca3544fe344,,425865600,Jul 1983,7,,8,1693323040,1983
743,2,8fa6b0d3-5417-1a07-125b-69ac59c4f518,,978220800,2000,12,,8,1693323075,2000
744,1,464ef916-8b97-b831-8cc3-8426f32dbd73,,1049155200,Apr 2003,4,,5,1693323113,2003
745,2,b6671f0e-6b18-3b9a-5413-5b08ec78f771,,1104451200,2004,12,,2,1693323113,2004
746,2,baab28d4-b180-7fb2-e95a-5e7e81c48fa7,,1104451200,2004,12,,1,1693323113,2004
749,2,bf9cc67e-734b-fe35-f874-a2390650540b,,883526400,1997,12,,8,1693341652,1997
748,2,a72da93c-3825-8783-e9ed-eeaa53864bac,,851990400,1996,12,,5,1693341652,1996
747,0,2549195e-c53b-b4b7-ea77-cd7e150fc942,,962928000,"Jul 07, 2000",7,,5,1693341632,2000
750,0,6a95a16f-efbd-fa5c-53f6-7c30d8e14f93,,427075200,"Jul 15, 1983",7,,5,1693345524,1983
751,1,cf8120c0-59ed-8b22-9787-83dc3b5cd59a,,373420800,Nov 1981,11,,5,1693345732,1981
753,0,e69bfda0-bea2-24c6-6ca4-46724862af68,,809222400,"Aug 24, 1995",8,,8,1693345803,1995
752,2,ad4550fb-50f6-69ec-e052-ed845fec34dd,,662601600,1990,12,,8,1693345779,1990
754,0,5e72070b-26df-e762-64c4-e4d57b7fa882,,797472000,"Apr 10, 1995",4,,8,1693345831,1995
755,0,d2fdba32-ecaa-fbd3-4f35-bd82ff95afc8,,1041552000,"Jan 03, 2003",1,,8,1693345923,2003
756,0,6abbb2b2-4416-0f18-4087-e7141d059ac0,,1228953600,"Dec 11, 2008",12,,8,1693345932,2008
758,0,4e273edd-3f98-5f10-fefc-4cc67f6bb879,,1438128000,"Jul 29, 2015",7,,8,1693345934,2015
757,0,b01e874c-1c5f-b568-45af-3bd0e94826a9,,1099958400,"Nov 09, 2004",11,,8,1693345953,2004
760,0,39a8bc19-9372-aa7e-9f21-45aa0d7e24b0,,1689811200,"Jul 20, 2023",7,,8,1693345858,2023
759,0,3ba7e55d-3fef-8d07-f761-4e2df7d96c35,,1422316800,"Jan 27, 2015",1,,8,1693345928,2015
763,2,62839acb-1046-a820-c10d-de8b9b530358,,1041292800,2002,12,,1,1693356106,2002
761,2,4acd603b-e562-c534-3456-bccd2d06b20d,,1041292800,2002,12,,5,1693356106,2002
762,2,3bf16141-553c-f06a-0dc9-c462484fe65c,,1041292800,2002,12,,2,1693356106,2002
764,2,865b8f86-a52a-19fb-b8e2-b48d73594ad2,,1262217600,2009,12,,8,1693356172,2009
765,1,c270a54f-6d3d-fcd0-4932-571be818aae5,,762480000,Mar 1994,3,,5,1693356275,1994
766,2,bd308229-20fb-f559-2c72-fc7360291a76,,820368000,1995,12,,8,1693356275,1995
